Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,DBSCAN_Cluster
625,1,273.35,1,2,1,121,At Risk,1,0
18,4,1446.09,5,4,4,544,Loyal Customers,0,0
563,1,203.05,1,2,1,121,At Risk,1,0
18,10,2236.63,5,5,4,554,Loyal Customers,0,0
36,6,1242.75,4,4,4,444,Loyal Customers,0,0
578,1,306.0,1,2,2,122,At Risk,1,0
36,2,378.2,4,3,2,432,Potential Loyalist,0,0
78,1,118.80000000000001,3,2,1,321,Regular Customers,0,0
22,7,957.53,4,4,3,443,Loyal Customers,0,0
25,6,949.39,4,4,3,443,Loyal Customers,0,0
33,6,4732.03,4,4,5,445,Loyal Customers,0,0
109,9,4049.79,3,5,5,355,Regular Customers,0,0
35,3,5001.21,4,3,5,435,Potential Loyalist,0,0
123,28,7847.67,3,5,5,355,Regular Customers,0,0
7,6,2050.08,5,4,4,544,Loyal Customers,0,0
738,1,221.53,1,2,1,121,At Risk,1,0
28,4,1991.01,4,4,4,444,Loyal Customers,0,0
386,1,128.45,2,2,1,221,At Risk,1,0
4,13,3080.1800000000003,5,5,5,555,Champions,0,0
3,19,7495.75,5,5,5,555,Champions,0,0
50,11,5511.41,4,5,5,455,Loyal Customers,0,0
593,1,235.88,1,2,1,121,At Risk,1,0
322,2,402.20000000000005,2,3,2,232,At Risk,1,0
23,7,2572.25,4,4,4,444,Loyal Customers,0,0
15,11,3697.93,5,5,5,555,Champions,0,0
2,9,1143.36,5,5,3,553,Loyal Customers,0,0
382,3,591.0699999999999,2,3,2,232,At Risk,1,0
533,1,582.17,1,2,2,122,At Risk,1,0
18,2,971.74,5,3,3,533,Potential Loyalist,0,0
10,7,2507.05,5,4,4,544,Loyal Customers,0,0
262,1,25.5,2,2,1,221,At Risk,1,0
722,1,424.3,1,2,2,122,At Risk,1,0
424,1,474.03,1,2,2,122,At Risk,1,0
159,2,665.78,3,3,3,333,Regular Customers,0,0
389,1,481.58,2,2,2,222,At Risk,1,0
33,10,16052.72,4,5,5,455,Loyal Customers,0,0
664,1,174.95,1,2,1,121,At Risk,1,0
29,8,1291.71,4,5,4,454,Loyal Customers,0,0
165,3,499.9,3,3,2,332,Regular Customers,0,0
47,2,459.58,4,3,2,432,Potential Loyalist,0,0
503,1,197.57,1,2,1,121,At Risk,1,0
574,6,2305.59,1,4,4,144,At Risk,1,0
6,8,801.12,5,5,3,553,Loyal Customers,0,0
8,7,2761.4900000000002,5,4,4,544,Loyal Customers,0,0
648,1,389.78,1,2,2,122,At Risk,1,0
288,1,116.19999999999999,2,2,1,221,At Risk,1,0
318,1,157.02,2,2,1,221,At Risk,1,0
3,2,606.91,5,3,2,532,Potential Loyalist,0,0
233,1,307.46,2,2,2,222,At Risk,0,0
403,1,314.74,2,2,2,222,At Risk,1,0
119,4,570.5,3,4,2,342,Regular Customers,0,0
162,3,977.17,3,3,3,333,Regular Customers,0,0
185,1,294.24,3,2,2,322,Regular Customers,0,0
50,1,230.5,4,2,1,421,Potential Loyalist,0,0
152,9,2016.43,3,5,4,354,Regular Customers,0,0
429,5,1155.0300000000002,1,4,3,143,At Risk,1,0
335,1,157.09,2,2,1,221,At Risk,1,0
520,1,31.85,1,2,1,121,At Risk,1,0
5,5,2463.17,5,4,4,544,Loyal Customers,0,0
452,2,1220.9099999999999,1,3,4,134,At Risk,1,0
16,12,14622.33,5,5,5,555,Champions,0,0
107,3,625.3,3,3,3,333,Regular Customers,0,0
16,10,1722.18,5,5,4,554,Loyal Customers,0,0
662,1,231.68,1,2,1,121,At Risk,1,0
416,6,1099.81,1,4,3,143,At Risk,1,0
276,7,4417.27,2,4,5,245,At Risk,1,0
16,25,19566.76,5,5,5,555,Champions,0,0
247,1,454.12,2,2,2,222,At Risk,0,0
418,4,727.58,1,4,3,143,At Risk,1,0
239,4,1275.25,2,4,4,244,At Risk,0,0
417,2,880.97,1,3,3,133,At Risk,1,0
1,2,984.57,5,3,3,533,Potential Loyalist,0,0
513,4,3120.91,1,4,5,145,At Risk,1,0
106,13,5852.64,3,5,5,355,Regular Customers,0,0
23,9,3199.95,4,5,5,455,Loyal Customers,0,0
52,1,124.88,4,2,1,421,Potential Loyalist,0,0
451,1,143.10000000000002,1,2,1,121,At Risk,1,0
377,6,1357.95,2,4,4,244,At Risk,1,0
735,1,231.90000000000003,1,2,1,121,At Risk,1,0
195,4,2016.5,2,4,4,244,At Risk,0,0
24,1,213.78,4,2,1,421,Potential Loyalist,0,0
75,1,329.34,3,2,2,322,Regular Customers,0,0
18,7,892.46,5,4,3,543,Loyal Customers,0,0
492,1,591.87,1,2,2,122,At Risk,1,0
8,19,5151.9,5,5,5,555,Champions,0,0
32,5,1980.0,4,4,4,444,Loyal Customers,0,0
22,5,2099.59,4,4,4,444,Loyal Customers,0,0
31,17,10209.16,4,5,5,455,Loyal Customers,0,0
444,1,856.01,1,2,3,123,At Risk,1,0
29,10,1715.46,4,5,4,454,Loyal Customers,0,0
22,4,699.78,4,4,3,443,Loyal Customers,0,0
33,7,2467.35,4,4,4,444,Loyal Customers,0,0
284,6,1794.32,2,4,4,244,At Risk,1,0
39,2,206.34,4,3,1,431,Potential Loyalist,0,0
380,3,867.11,2,3,3,233,At Risk,1,0
499,1,400.2,1,2,2,122,At Risk,1,0
58,3,1156.73,4,3,3,433,Potential Loyalist,0,0
374,2,178.68,2,3,1,231,At Risk,1,0
289,2,384.59,2,3,2,232,At Risk,1,0
79,3,956.5699999999999,3,3,3,333,Regular Customers,0,0
5,8,3766.6,5,5,5,555,Champions,0,0
218,1,59.9,2,2,1,221,At Risk,0,0
44,4,1443.69,4,4,4,444,Loyal Customers,0,0
202,3,902.3199999999999,2,3,3,233,At Risk,0,0
505,1,119.5,1,2,1,121,At Risk,1,0
731,1,432.96,1,2,2,122,At Risk,1,0
178,6,1507.26,3,4,4,344,Regular Customers,0,0
56,11,2236.77,4,5,4,454,Loyal Customers,0,0
57,3,309.85,4,3,2,432,Potential Loyalist,0,0
423,2,321.3,1,3,2,132,At Risk,1,0
8,6,3347.31,5,4,5,545,Loyal Customers,0,0
569,2,198.41000000000003,1,3,1,131,At Risk,1,0
592,3,229.46,1,3,1,131,At Risk,1,0
47,2,144.0,4,3,1,431,Potential Loyalist,0,0
227,2,467.71,2,3,2,232,At Risk,0,0
11,13,4592.93,5,5,5,555,Champions,0,0
106,5,953.63,3,4,3,343,Regular Customers,0,0
59,7,1726.57,4,4,4,444,Loyal Customers,0,0
28,15,4310.34,4,5,5,455,Loyal Customers,0,0
536,1,75.28,1,2,1,121,At Risk,1,0
36,9,2310.04,4,5,4,454,Loyal Customers,0,0
274,3,812.5,2,3,3,233,At Risk,1,0
655,1,562.98,1,2,2,122,At Risk,1,0
428,1,327.75,1,2,2,122,At Risk,1,0
30,1,1013.01,4,2,3,423,Potential Loyalist,0,0
24,3,692.22,4,3,3,433,Potential Loyalist,0,0
582,1,135.04000000000002,1,2,1,121,At Risk,1,0
387,4,356.71,2,4,2,242,At Risk,1,0
54,4,1143.1,4,4,3,443,Loyal Customers,0,0
421,1,160.65,1,2,1,121,At Risk,1,0
36,10,5564.09,4,5,5,455,Loyal Customers,0,0
175,9,5504.6900000000005,3,5,5,355,Regular Customers,0,0
54,3,999.35,4,3,3,433,Potential Loyalist,0,0
53,1,204.24,4,2,1,421,Potential Loyalist,0,0
652,1,292.62,1,2,2,122,At Risk,1,0
396,1,111.15,2,2,1,221,At Risk,1,0
649,3,595.7,1,3,2,132,At Risk,1,0
393,1,251.72,2,2,1,221,At Risk,1,0
27,13,3773.35,4,5,5,455,Loyal Customers,0,0
253,3,794.41,2,3,3,233,At Risk,0,0
40,13,4869.400000000001,4,5,5,455,Loyal Customers,0,0
60,6,1059.1200000000001,3,4,3,343,Regular Customers,0,0
464,1,186.15,1,2,1,121,At Risk,1,0
554,1,63.6,1,2,1,121,At Risk,1,0
234,2,210.1,2,3,1,231,At Risk,0,0
4,18,3891.39,5,5,5,555,Champions,0,0
32,2,259.13,4,3,1,431,Potential Loyalist,0,0
24,21,4457.31,4,5,5,455,Loyal Customers,0,0
7,5,976.62,5,4,3,543,Loyal Customers,0,0
65,6,1579.51,3,4,4,344,Regular Customers,0,0
310,3,558.04,2,3,2,232,At Risk,1,0
501,1,100.86,1,2,1,121,At Risk,1,0
582,1,131.15,1,2,1,121,At Risk,1,0
309,3,895.47,2,3,3,233,At Risk,1,0
19,12,1878.93,5,5,4,554,Loyal Customers,0,0
16,13,2820.03,5,5,4,554,Loyal Customers,0,0
96,2,318.76,3,3,2,332,Regular Customers,0,0
264,18,9388.49,2,5,5,255,At Risk,0,0
12,25,7064.8,5,5,5,555,Champions,0,0
3,2,417.77,5,3,2,532,Potential Loyalist,0,0
35,3,560.86,4,3,2,432,Potential Loyalist,0,0
183,1,149.89000000000001,3,2,1,321,Regular Customers,0,0
25,8,1562.98,4,5,4,454,Loyal Customers,0,0
13,12,1929.26,5,5,4,554,Loyal Customers,0,0
11,4,994.13,5,4,3,543,Loyal Customers,0,0
3,32,7331.67,5,5,5,555,Champions,0,0
313,4,1189.45,2,4,3,243,At Risk,1,0
596,1,130.6,1,2,1,121,At Risk,1,0
385,12,2736.64,2,5,4,254,At Risk,1,0
108,5,2889.28,3,4,4,344,Regular Customers,0,0
1,69,20203.58,5,5,5,555,Champions,3,-1
53,5,1826.04,4,4,4,444,Loyal Customers,0,0
205,2,371.63,2,3,2,232,At Risk,0,0
547,2,38.92,1,3,1,131,At Risk,1,0
15,1,280.09000000000003,5,2,1,521,Potential Loyalist,0,0
120,2,500.54,3,3,2,332,Regular Customers,0,0
429,1,68.03,1,2,1,121,At Risk,1,0
4,2,381.97,5,3,2,532,Potential Loyalist,0,0
363,3,798.98,2,3,3,233,At Risk,1,0
117,2,348.91,3,3,2,332,Regular Customers,0,0
18,1,178.26,5,2,1,521,Potential Loyalist,0,0
5,3,469.48,5,3,2,532,Potential Loyalist,0,0
41,4,781.7,4,4,3,443,Loyal Customers,0,0
107,5,498.93,3,4,2,342,Regular Customers,0,0
436,2,189.78,1,3,1,131,At Risk,1,0
397,2,417.3,2,3,2,232,At Risk,1,0
148,6,1452.39,3,4,4,344,Regular Customers,0,0
411,1,120.95,1,2,1,121,At Risk,1,0
510,1,221.59,1,2,1,121,At Risk,1,0
52,11,2488.76,4,5,4,454,Loyal Customers,0,0
208,1,63.440000000000005,2,2,1,221,At Risk,0,0
424,1,268.28,1,2,1,121,At Risk,1,0
139,2,550.01,3,3,2,332,Regular Customers,0,0
2,5,501.71999999999997,5,4,2,542,Loyal Customers,0,0
127,2,317.2,3,3,2,332,Regular Customers,0,0
108,11,1733.8899999999999,3,5,4,354,Regular Customers,0,0
386,1,491.81,2,2,2,222,At Risk,1,0
469,2,601.4499999999999,1,3,2,132,At Risk,1,0
736,1,204.3,1,2,1,121,At Risk,1,0
42,4,2148.63,4,4,4,444,Loyal Customers,0,0
424,1,141.12,1,2,1,121,At Risk,1,0
35,2,573.22,4,3,2,432,Potential Loyalist,0,0
383,1,114.1,2,2,1,221,At Risk,1,0
402,1,502.49,2,2,2,222,At Risk,1,0
228,2,1065.3500000000001,2,3,3,233,At Risk,0,0
241,2,271.24,2,3,1,231,At Risk,0,0
58,1,187.82999999999998,4,2,1,421,Potential Loyalist,0,0
438,1,118.85999999999999,1,2,1,121,At Risk,1,0
374,6,797.8499999999999,2,4,3,243,At Risk,1,0
130,5,2308.54,3,4,4,344,Regular Customers,0,0
379,1,188.46,2,2,1,221,At Risk,1,0
60,8,2788.06,3,5,4,354,Regular Customers,0,0
628,2,407.94,1,3,2,132,At Risk,1,0
22,3,389.18,4,3,2,432,Potential Loyalist,0,0
26,21,3826.86,4,5,5,455,Loyal Customers,0,0
9,11,2468.43,5,5,4,554,Loyal Customers,0,0
32,9,2041.8,4,5,4,454,Loyal Customers,0,0
4,8,1487.96,5,5,4,554,Loyal Customers,0,0
308,1,550.8000000000001,2,2,2,222,At Risk,1,0
472,2,271.75,1,3,1,131,At Risk,1,0
8,17,3750.63,5,5,5,555,Champions,0,0
669,2,467.78999999999996,1,3,2,132,At Risk,1,0
29,3,547.0,4,3,2,432,Potential Loyalist,0,0
730,1,338.13,1,2,2,122,At Risk,1,0
17,1,128.18,5,2,1,521,Potential Loyalist,0,0
101,5,954.26,3,4,3,343,Regular Customers,0,0
12,6,993.23,5,4,3,543,Loyal Customers,0,0
391,2,393.64,2,3,2,232,At Risk,1,0
21,2,294.39,4,3,2,432,Potential Loyalist,0,0
15,5,1135.63,5,4,3,543,Loyal Customers,0,0
361,1,250.04,2,2,1,221,At Risk,1,0
534,1,111.5,1,2,1,121,At Risk,1,0
649,1,2135.46,1,2,4,124,At Risk,1,0
11,21,9782.35,5,5,5,555,Champions,0,0
395,11,3999.8900000000003,2,5,5,255,At Risk,1,0
393,2,4511.76,2,3,5,235,At Risk,1,0
95,3,320.39,3,3,2,332,Regular Customers,0,0
387,2,1025.1,2,3,3,233,At Risk,1,0
78,6,3566.56,3,4,5,345,Regular Customers,0,0
139,3,644.3,3,3,3,333,Regular Customers,0,0
31,1,2328.84,4,2,4,424,Potential Loyalist,0,0
25,17,4904.43,4,5,5,455,Loyal Customers,0,0
2,43,9599.58,5,5,5,555,Champions,0,0
420,1,124.45,1,2,1,121,At Risk,1,0
46,3,2600.34,4,3,4,434,Potential Loyalist,0,0
725,1,157.32999999999998,1,2,1,121,At Risk,1,0
669,1,29.1,1,2,1,121,At Risk,1,0
100,6,2444.85,3,4,4,344,Regular Customers,0,0
8,6,1665.21,5,4,4,544,Loyal Customers,0,0
376,5,922.59,2,4,3,243,At Risk,1,0
15,12,1551.04,5,5,4,554,Loyal Customers,0,0
18,12,2171.07,5,5,4,554,Loyal Customers,0,0
280,3,609.5699999999999,2,3,3,233,At Risk,1,0
408,2,312.35,2,3,2,232,At Risk,1,0
410,2,152.35,2,3,1,231,At Risk,1,0
673,1,104.7,1,2,1,121,At Risk,1,0
14,5,998.53,5,4,3,543,Loyal Customers,0,0
23,4,423.8,4,4,2,442,Loyal Customers,0,0
124,1,175.2,3,2,1,321,Regular Customers,0,0
528,5,838.27,1,4,3,143,At Risk,1,0
86,1,494.25,3,2,2,322,Regular Customers,0,0
302,3,635.15,2,3,3,233,At Risk,1,0
384,2,497.04,2,3,2,232,At Risk,1,0
472,1,81.12,1,2,1,121,At Risk,1,0
151,4,1981.06,3,4,4,344,Regular Customers,0,0
17,17,11889.33,5,5,5,555,Champions,0,0
94,3,302.36,3,3,2,332,Regular Customers,0,0
30,18,19617.95,4,5,5,455,Loyal Customers,0,0
157,5,1272.21,3,4,4,344,Regular Customers,0,0
380,4,1227.54,2,4,4,244,At Risk,1,0
355,6,1259.94,2,4,4,244,At Risk,1,0
46,2,457.36,4,3,2,432,Potential Loyalist,0,0
15,10,1586.6299999999999,5,5,4,554,Loyal Customers,0,0
4,26,4998.61,5,5,5,555,Champions,0,0
86,1,228.96,3,2,1,321,Regular Customers,0,0
15,9,2442.29,5,5,4,554,Loyal Customers,0,0
179,5,772.41,3,4,3,343,Regular Customers,0,0
8,7,1893.701,5,4,4,544,Loyal Customers,0,0
36,12,1988.23,4,5,4,454,Loyal Customers,0,0
696,1,36.25,1,2,1,121,At Risk,1,0
129,4,3242.0,3,4,5,345,Regular Customers,0,0
51,4,3133.96,4,4,5,445,Loyal Customers,0,0
386,1,273.31,2,2,1,221,At Risk,1,0
312,5,946.47,2,4,3,243,At Risk,1,0
24,2,384.39,4,3,2,432,Potential Loyalist,0,0
303,5,861.01,2,4,3,243,At Risk,1,0
11,2,284.46,5,3,1,531,Potential Loyalist,0,0
17,6,1200.51,5,4,3,543,Loyal Customers,0,0
49,5,871.79,4,4,3,443,Loyal Customers,0,0
239,7,1024.04,2,4,3,243,At Risk,0,0
395,3,920.46,2,3,3,233,At Risk,1,0
1,28,11972.92,5,5,5,555,Champions,0,0
13,15,8184.49,5,5,5,555,Champions,0,0
432,2,1077.24,1,3,3,133,At Risk,1,0
238,1,167.55,2,2,1,221,At Risk,0,0
23,14,2758.29,4,5,4,454,Loyal Customers,0,0
456,1,979.1999999999999,1,2,3,123,At Risk,1,0
73,4,446.18,3,4,2,342,Regular Customers,0,0
17,6,655.37,5,4,3,543,Loyal Customers,0,0
41,28,4347.31,4,5,5,455,Loyal Customers,0,0
40,7,1167.5,4,4,3,443,Loyal Customers,0,0
219,3,727.11,2,3,3,233,At Risk,0,0
199,4,660.55,2,4,3,243,At Risk,0,0
71,4,453.64,3,4,2,342,Regular Customers,0,0
24,78,17644.27,4,5,5,455,Loyal Customers,3,-1
374,1,10.95,2,2,1,221,At Risk,1,0
11,1,389.71999999999997,5,2,2,522,Potential Loyalist,0,0
434,3,645.0,1,3,3,133,At Risk,1,0
9,38,36398.65,5,5,5,555,Champions,0,0
65,8,902.28,3,5,3,353,Regular Customers,0,0
4,2,304.09,5,3,2,532,Potential Loyalist,0,0
19,3,507.55,5,3,2,532,Potential Loyalist,0,0
15,1,256.11,5,2,1,521,Potential Loyalist,0,0
8,7,2812.77,5,4,4,544,Loyal Customers,0,0
20,2,746.81,4,3,3,433,Potential Loyalist,0,0
78,11,2675.37,3,5,4,354,Regular Customers,0,0
1,61,57215.33,5,5,5,555,Champions,3,-1
421,1,149.3,1,2,1,121,At Risk,1,0
164,2,508.8,3,3,2,332,Regular Customers,0,0
307,3,585.92,2,3,2,232,At Risk,1,0
411,2,381.15,1,3,2,132,At Risk,1,0
219,1,203.86999999999998,2,2,1,221,At Risk,0,0
508,1,97.5,1,2,1,121,At Risk,1,0
39,14,8409.6,4,5,5,455,Loyal Customers,0,0
22,3,1198.28,4,3,3,433,Potential Loyalist,0,0
115,3,653.38,3,3,3,333,Regular Customers,0,0
126,8,4623.28,3,5,5,355,Regular Customers,0,0
541,1,114.85,1,2,1,121,At Risk,1,0
5,23,4635.5599999999995,5,5,5,555,Champions,0,0
36,2,382.87,4,3,2,432,Potential Loyalist,0,0
4,23,47781.12,5,5,5,555,Champions,0,-1
1,3,1031.41,5,3,3,533,Potential Loyalist,0,0
333,13,4186.95,2,5,5,255,At Risk,1,0
412,1,552.9,1,2,2,122,At Risk,1,0
163,3,316.09000000000003,3,3,2,332,Regular Customers,0,0
185,10,7793.51,3,5,5,355,Regular Customers,0,0
16,5,1214.72,5,4,3,543,Loyal Customers,0,0
12,5,1425.38,5,4,4,544,Loyal Customers,0,0
3,16,4220.22,5,5,5,555,Champions,0,0
405,2,560.14,2,3,2,232,At Risk,1,0
44,6,2249.52,4,4,4,444,Loyal Customers,0,0
80,1,507.84,3,2,2,322,Regular Customers,0,0
30,22,17298.45,4,5,5,455,Loyal Customers,0,0
549,1,164.18,1,2,1,121,At Risk,1,0
42,3,670.0600000000001,4,3,3,433,Potential Loyalist,0,0
11,18,6126.25,5,5,5,555,Champions,0,0
50,6,953.58,4,4,3,443,Loyal Customers,0,0
386,3,1059.41,2,3,3,233,At Risk,1,0
16,11,3594.76,5,5,5,555,Champions,0,0
46,3,1118.95,4,3,3,433,Potential Loyalist,0,0
19,2,759.17,5,3,3,533,Potential Loyalist,0,0
8,13,8077.77,5,5,5,555,Champions,0,0
72,1,100.8,3,2,1,321,Regular Customers,0,0
1,45,31466.760000000002,5,5,5,555,Champions,0,0
128,5,1357.46,3,4,4,344,Regular Customers,0,0
33,4,622.57,4,4,3,443,Loyal Customers,0,0
313,1,403.3,2,2,2,222,At Risk,1,0
18,9,1728.99,5,5,4,554,Loyal Customers,0,0
88,2,569.96,3,3,2,332,Regular Customers,0,0
2,7,2373.82,5,4,4,544,Loyal Customers,0,0
411,1,331.35,1,2,2,122,At Risk,1,0
2,5,534.06,5,4,2,542,Loyal Customers,0,0
530,1,369.68,1,2,2,122,At Risk,1,0
254,5,1422.77,2,4,4,244,At Risk,0,0
656,1,325.74,1,2,2,122,At Risk,1,0
157,4,323.58,3,4,2,342,Regular Customers,0,0
732,1,293.35,1,2,2,122,At Risk,1,0
37,15,4620.3,4,5,5,455,Loyal Customers,0,0
220,1,534.24,2,2,2,222,At Risk,0,0
148,3,2940.04,3,3,5,335,Regular Customers,0,0
177,2,120.9,3,3,1,331,Regular Customers,0,0
40,2,541.53,4,3,2,432,Potential Loyalist,0,0
497,46,14523.67,1,5,5,155,At Risk,1,-1
2,13,4868.15,5,5,5,555,Champions,0,0
8,51,244784.25,5,5,5,555,Champions,3,-1
1,7,1721.4,5,4,4,544,Loyal Customers,0,0
18,2,486.71999999999997,5,3,2,532,Potential Loyalist,0,0
192,10,1547.94,2,5,4,254,At Risk,0,0
204,1,131.7,2,2,1,221,At Risk,0,0
365,2,975.5600000000001,2,3,3,233,At Risk,1,0
127,14,5984.8099999999995,3,5,5,355,Regular Customers,0,0
15,2,529.58,5,3,2,532,Potential Loyalist,0,0
43,2,657.3,4,3,3,433,Potential Loyalist,0,0
94,16,2157.9700000000003,3,5,4,354,Regular Customers,0,0
23,3,735.82,4,3,3,433,Potential Loyalist,0,0
60,2,675.69,3,3,3,333,Regular Customers,0,0
16,7,2535.26,5,4,4,544,Loyal Customers,0,0
158,3,907.14,3,3,3,333,Regular Customers,0,0
426,7,2542.79,1,4,4,144,At Risk,1,0
10,2,763.28,5,3,3,533,Potential Loyalist,0,0
395,1,102.6,2,2,1,221,At Risk,1,0
10,3,194.8,5,3,1,531,Potential Loyalist,0,0
16,17,5051.25,5,5,5,555,Champions,0,0
45,11,2626.47,4,5,4,454,Loyal Customers,0,0
475,1,321.65000000000003,1,2,2,122,At Risk,1,0
191,4,922.35,2,4,3,243,At Risk,0,0
409,2,607.0,2,3,2,232,At Risk,1,0
600,1,1047.0,1,2,3,123,At Risk,1,0
79,1,194.37,3,2,1,321,Regular Customers,0,0
396,2,489.86,2,3,2,232,At Risk,1,0
613,2,1144.3,1,3,3,133,At Risk,1,0
408,2,1272.8,2,3,4,234,At Risk,1,0
633,1,389.26000000000005,1,2,2,122,At Risk,1,0
78,2,882.23,3,3,3,333,Regular Customers,0,0
4,4,1255.59,5,4,4,544,Loyal Customers,0,0
487,2,775.64,1,3,3,133,At Risk,1,0
65,4,591.73,3,4,2,342,Regular Customers,0,0
576,2,209.57,1,3,1,131,At Risk,1,0
261,1,396.87,2,2,2,222,At Risk,1,0
728,1,160.55,1,2,1,121,At Risk,1,0
641,1,336.5,1,2,2,122,At Risk,1,0
59,2,376.64,4,3,2,432,Potential Loyalist,0,0
1,9,2750.5,5,5,4,554,Loyal Customers,0,0
1,17,5653.67,5,5,5,555,Champions,0,0
248,3,1122.42,2,3,3,233,At Risk,0,0
385,1,100.91000000000001,2,2,1,221,At Risk,1,0
502,1,54.699999999999996,1,2,1,121,At Risk,1,0
8,3,806.72,5,3,3,533,Potential Loyalist,0,0
359,4,1412.89,2,4,4,244,At Risk,1,0
390,2,287.25,2,3,2,232,At Risk,1,0
76,1,272.22,3,2,1,321,Regular Customers,0,0
290,2,1341.39,2,3,4,234,At Risk,1,0
17,3,1138.0,5,3,3,533,Potential Loyalist,0,0
221,2,288.6,2,3,2,232,At Risk,0,0
9,4,689.1,5,4,3,543,Loyal Customers,0,0
3,2,558.96,5,3,2,532,Potential Loyalist,0,0
206,18,9490.17,2,5,5,255,At Risk,0,0
162,5,2435.48,3,4,4,344,Regular Customers,0,0
76,1,302.2,3,2,2,322,Regular Customers,0,0
262,2,605.58,2,3,2,232,At Risk,1,0
281,8,4579.23,2,5,5,255,At Risk,1,0
58,8,6083.64,4,5,5,455,Loyal Customers,0,0
25,2,514.56,4,3,2,432,Potential Loyalist,0,0
3,60,172132.87,5,5,5,555,Champions,3,-1
29,18,5467.820000000001,4,5,5,455,Loyal Customers,0,0
72,3,1158.8,3,3,3,333,Regular Customers,0,0
128,2,522.0,3,3,2,332,Regular Customers,0,0
31,9,1602.51,4,5,4,454,Loyal Customers,0,0
15,6,947.5,5,4,3,543,Loyal Customers,0,0
309,1,153.94,2,2,1,221,At Risk,1,0
426,2,329.42,1,3,2,132,At Risk,1,0
17,15,4774.17,5,5,5,555,Champions,0,0
54,1,546.81,4,2,2,422,Potential Loyalist,0,0
30,5,1278.06,4,4,4,444,Loyal Customers,0,0
2,5,1070.71,5,4,3,543,Loyal Customers,0,0
11,4,652.74,5,4,3,543,Loyal Customers,0,0
361,3,539.14,2,3,2,232,At Risk,1,0
360,3,1161.9,2,3,3,233,At Risk,1,0
5,12,3939.24,5,5,5,555,Champions,0,0
54,4,939.37,4,4,3,443,Loyal Customers,0,0
1,8,3628.5,5,5,5,555,Champions,0,0
610,2,1240.25,1,3,4,134,At Risk,1,0
1,12,2791.69,5,5,4,554,Loyal Customers,0,0
190,3,1266.82,2,3,4,234,At Risk,0,0
386,1,65.34,2,2,1,221,At Risk,1,0
435,1,34.8,1,2,1,121,At Risk,1,0
54,5,1668.83,4,4,4,444,Loyal Customers,0,0
280,1,164.4,2,2,1,221,At Risk,1,0
177,3,364.83,3,3,2,332,Regular Customers,0,0
30,2,887.67,4,3,3,433,Potential Loyalist,0,0
26,1,98.42,4,2,1,421,Potential Loyalist,0,0
618,4,1176.84,1,4,3,143,At Risk,1,0
25,6,1590.6000000000001,4,4,4,444,Loyal Customers,0,0
510,1,119.86,1,2,1,121,At Risk,1,0
270,3,340.85,2,3,2,232,At Risk,1,0
550,1,120.05,1,2,1,121,At Risk,1,0
390,3,944.82,2,3,3,233,At Risk,1,0
43,6,1409.8600000000001,4,4,4,444,Loyal Customers,0,0
376,2,727.85,2,3,3,233,At Risk,1,0
234,4,731.26,2,4,3,243,At Risk,0,0
24,2,148.86,4,3,1,431,Potential Loyalist,0,0
197,9,2506.64,2,5,4,254,At Risk,0,0
359,1,290.34,2,2,2,222,At Risk,1,0
60,12,2786.77,3,5,4,354,Regular Customers,0,0
130,4,3757.6,3,4,5,345,Regular Customers,0,0
1,5,1952.45,5,4,4,544,Loyal Customers,0,0
20,5,1045.74,4,4,3,443,Loyal Customers,0,0
206,2,300.67,2,3,2,232,At Risk,0,0
14,4,575.46,5,4,2,542,Loyal Customers,0,0
393,1,259.17,2,2,1,221,At Risk,1,0
513,1,167.62,1,2,1,121,At Risk,1,0
95,8,1895.8,3,5,4,354,Regular Customers,0,0
19,4,703.02,5,4,3,543,Loyal Customers,0,0
14,7,1122.38,5,4,3,543,Loyal Customers,0,0
578,2,392.38,1,3,2,132,At Risk,1,0
24,3,454.01,4,3,2,432,Potential Loyalist,0,0
587,1,131.83,1,2,1,121,At Risk,1,0
8,2,869.77,5,3,3,533,Potential Loyalist,0,0
7,9,4838.08,5,5,5,555,Champions,0,0
633,1,374.45,1,2,2,122,At Risk,1,0
332,1,344.14,2,2,2,222,At Risk,1,0
382,1,100.0,2,2,1,221,At Risk,1,0
50,5,1630.91,4,4,4,444,Loyal Customers,0,0
71,10,652.21,3,5,3,353,Regular Customers,0,0
29,3,380.6,4,3,2,432,Potential Loyalist,0,0
243,1,185.65,2,2,1,221,At Risk,0,0
667,1,171.7,1,2,1,121,At Risk,1,0
8,41,8711.95,5,5,5,555,Champions,0,0
645,2,348.75,1,3,2,132,At Risk,1,0
218,7,1047.33,2,4,3,243,At Risk,0,0
5,4,753.28,5,4,3,543,Loyal Customers,0,0
253,5,541.02,2,4,2,242,At Risk,0,0
1,43,17951.17,5,5,5,555,Champions,0,0
236,5,1446.95,2,4,4,244,At Risk,0,0
560,1,135.95,1,2,1,121,At Risk,1,0
7,6,5309.42,5,4,5,545,Loyal Customers,0,0
109,7,2064.71,3,4,4,344,Regular Customers,0,0
619,1,167.4,1,2,1,121,At Risk,1,0
628,1,176.71,1,2,1,121,At Risk,1,0
100,7,2939.55,3,4,5,345,Regular Customers,0,0
60,18,13837.94,3,5,5,355,Regular Customers,0,0
2,3,1468.02,5,3,4,534,Potential Loyalist,0,0
